user,card_index,card_brand,card_type,card_number,expires,cvv,has_chip,cards_issued,credit_limit,acct_open_date,year_pin_last_changed,card_on_dark_web
832,2,Mastercard,Debit,5.5496E+15,Mar-05,529,YES,2,"$14,824 ",Dec-04,2011,No
833,0,Mastercard,Debit,5.59554E+15,Dec-06,173,YES,2,"$14,954 ",Sep-06,2007,No
833,1,Visa,Debit,4.22729E+15,Sep-24,212,YES,2,"$9,146 ",Mar-04,2012,No
833,2,Visa,Debit,4.69996E+15,Sep-23,792,YES,2,"$31,917 ",Mar-06,2009,No
834,0,Mastercard,Credit,5.46465E+15,May-23,203,NO,2,"$35,500 ",Jan-20,2020,No
834,1,Mastercard,Credit,5.88232E+15,May-20,496,YES,2,"$17,100 ",Jan-20,2020,No
835,0,Mastercard,Debit,5.88063E+15,Sep-12,871,YES,2,"$8,636 ",Nov-02,2014,No
835,1,Mastercard,Debit,5.46641E+15,Jan-24,556,YES,2,"$3,891 ",Oct-01,2016,No
835,2,Visa,Debit (Prepaid),4.1634E+15,Dec-21,57,YES,2,$100 ,Nov-10,2010,No
835,3,Mastercard,Credit,5.63519E+15,May-21,3,YES,2,"$10,500 ",Oct-07,2011,No
836,0,Amex,Credit,3.60331E+14,May-22,887,YES,1,"$9,100 ",Dec-07,2008,No
836,1,Mastercard,Debit,5.08968E+15,May-22,95,YES,1,"$17,393 ",Nov-12,2012,No
836,2,Visa,Debit (Prepaid),4.32857E+15,Jan-23,822,NO,1,$59 ,Aug-11,2011,No
837,0,Mastercard,Debit,5.8943E+15,Mar-12,643,YES,2,"$2,355 ",Apr-08,2009,No
837,1,Mastercard,Debit,5.29134E+15,Feb-20,383,YES,1,"$29,553 ",Feb-20,2020,No
838,0,Visa,Credit,4.39642E+15,Sep-24,831,YES,1,"$8,300 ",Aug-08,2008,No
838,1,Mastercard,Debit,5.29555E+15,Apr-24,465,YES,2,"$14,501 ",Apr-98,2012,No
838,2,Visa,Debit,4.73174E+15,Mar-23,402,NO,2,"$9,080 ",Nov-09,2013,No
838,3,Visa,Debit,4.45058E+15,Oct-20,426,YES,1,"$1,534 ",Oct-06,2015,No
839,0,Mastercard,Debit,5.06447E+15,Jun-23,294,YES,2,"$39,114 ",Feb-20,2020,No
839,1,Visa,Debit,4.57591E+15,Sep-24,112,YES,2,"$30,298 ",Jan-20,2020,No
840,0,Visa,Credit,4.503E+15,Feb-20,994,YES,1,"$6,600 ",Feb-20,2020,No
840,1,Mastercard,Debit,5.46064E+15,Apr-21,494,NO,1,"$15,087 ",Dec-04,2005,No
840,2,Mastercard,Debit,5.01937E+15,May-24,803,NO,1,"$16,257 ",Sep-11,2011,No
840,3,Mastercard,Credit,5.94803E+15,Apr-24,745,YES,2,"$8,500 ",Oct-05,2012,No
841,0,Visa,Debit,4.09074E+15,Apr-19,873,YES,2,"$18,401 ",Apr-17,2017,No
841,1,Mastercard,Debit,5.93213E+15,Feb-20,290,YES,1,"$17,946 ",Aug-16,2016,No
841,2,Mastercard,Debit,5.20658E+15,Jul-21,19,YES,1,"$24,819 ",Jan-00,2011,No
841,3,Visa,Credit,4.06897E+15,Jun-09,87,YES,2,"$11,000 ",Feb-09,2010,No
841,4,Mastercard,Debit,5.31678E+15,Jan-22,916,YES,2,"$12,275 ",Sep-09,2009,No
841,5,Mastercard,Debit,5.60932E+15,May-22,608,YES,1,"$22,044 ",Oct-09,2009,No
842,0,Visa,Credit,4.30905E+15,May-21,488,NO,1,"$10,600 ",Jul-09,2018,No
842,1,Mastercard,Debit (Prepaid),5.05064E+15,Jan-21,263,YES,2,$61 ,Aug-09,2016,No
842,2,Visa,Debit,4.81004E+15,May-23,199,YES,2,"$14,114 ",Oct-10,2010,No
842,3,Visa,Credit,4.5422E+15,May-22,720,YES,2,"$6,500 ",Oct-17,2017,No
842,4,Mastercard,Credit,5.31719E+15,Feb-23,498,YES,1,"$9,400 ",Jul-08,2012,No
843,0,Visa,Debit,4.745E+15,Jul-23,590,YES,1,"$16,369 ",Jan-20,2020,No
843,1,Visa,Credit,4.30369E+15,Apr-24,55,YES,1,"$5,900 ",Feb-20,2020,No
844,0,Visa,Credit,4.78536E+15,Feb-22,300,NO,1,"$9,100 ",Jan-20,2020,No
844,1,Visa,Credit,4.09612E+15,Jul-24,416,NO,2,"$4,700 ",Jan-20,2020,No
845,0,Amex,Credit,3.03388E+14,Feb-21,532,YES,1,"$8,900 ",Sep-07,2007,No
845,1,Visa,Debit (Prepaid),4.47607E+15,Jul-20,36,NO,2,$94 ,Feb-20,2020,No
846,0,Mastercard,Debit,5.89571E+15,Sep-22,258,YES,2,"$1,669 ",Aug-11,2016,No
846,1,Visa,Debit,4.98399E+15,May-24,805,YES,1,"$16,717 ",Jan-05,2006,No
847,0,Mastercard,Debit,5.27971E+15,Sep-21,47,YES,2,"$14,133 ",Jan-06,2010,No
847,1,Visa,Debit,4.17822E+15,Sep-22,519,YES,2,"$13,029 ",Jul-11,2011,No
847,2,Mastercard,Debit,5.66476E+15,Jun-24,550,YES,2,"$11,624 ",Feb-20,2020,No
847,3,Amex,Credit,3.18485E+14,Nov-10,520,YES,2,"$5,900 ",Aug-09,2010,No
847,4,Mastercard,Debit (Prepaid),5.63146E+15,Apr-24,102,YES,1,$10 ,Mar-09,2011,No
848,0,Mastercard,Debit,5.47111E+15,Jan-20,175,YES,2,"$42,074 ",Dec-07,2010,No
848,1,Amex,Credit,3.3903E+14,Feb-21,650,YES,2,"$19,400 ",Sep-05,2013,No
848,2,Visa,Debit,4.27491E+15,Dec-20,786,YES,1,"$27,091 ",Jun-07,2018,No
848,3,Mastercard,Debit (Prepaid),5.77165E+15,Aug-20,775,YES,1,$76 ,Jun-08,2014,No
848,4,Mastercard,Debit,5.78174E+15,Apr-21,939,YES,1,"$16,340 ",Jul-03,2009,No
848,5,Mastercard,Credit,5.08438E+15,Oct-17,617,NO,1,"$4,300 ",Aug-17,2017,No
849,0,Visa,Credit,4.88768E+15,Feb-21,224,YES,1,"$17,100 ",Mar-10,2011,No
849,1,Mastercard,Debit (Prepaid),5.00358E+15,Dec-20,14,YES,1,$57 ,Dec-15,2015,No
849,2,Discover,Credit,6.86718E+15,Jul-23,59,YES,1,"$11,200 ",Oct-06,2006,No
849,3,Amex,Credit,3.53877E+14,Aug-21,65,YES,1,"$5,900 ",Dec-05,2011,No
850,0,Discover,Credit,6.42294E+15,Aug-21,992,YES,2,"$8,200 ",Feb-20,2020,No
850,1,Mastercard,Credit,5.99333E+15,Jun-23,375,YES,1,"$11,200 ",Dec-11,2016,No
850,2,Mastercard,Debit,5.95004E+15,Oct-20,85,YES,2,"$9,641 ",Feb-20,2020,No
851,0,Visa,Credit,4.23413E+15,Jul-08,678,YES,1,"$7,500 ",Jan-01,2017,No
851,1,Mastercard,Debit,5.60408E+15,Nov-23,659,YES,2,"$9,725 ",May-07,2012,No
851,2,Mastercard,Debit,5.73702E+15,Jul-97,601,NO,1,$713 ,Mar-97,2008,No
851,3,Visa,Credit,4.94926E+15,Dec-23,520,YES,2,$0 ,May-16,2016,No
852,0,Mastercard,Debit,5.4468E+15,Sep-12,328,YES,1,"$10,824 ",Oct-07,2015,No
853,0,Visa,Debit,4.47415E+15,Jun-15,298,YES,1,"$54,768 ",May-14,2014,No
853,1,Mastercard,Debit,5.7301E+15,May-15,347,YES,1,"$36,982 ",Aug-06,2009,No
853,2,Mastercard,Credit,5.7037E+15,Sep-12,789,YES,2,"$19,500 ",Jan-05,2010,No
853,3,Mastercard,Debit,5.76026E+15,May-20,777,YES,1,"$43,863 ",Oct-07,2012,No
853,4,Mastercard,Debit,5.9042E+15,Mar-23,377,YES,2,"$27,050 ",Oct-09,2018,No
853,5,Mastercard,Debit,5.68267E+15,Feb-20,350,YES,2,"$33,468 ",Sep-07,2010,No
854,0,Mastercard,Credit,5.16734E+15,Oct-24,394,YES,1,"$10,700 ",Jul-02,2013,No
854,1,Mastercard,Debit (Prepaid),5.76212E+15,Oct-24,43,YES,2,$35 ,Jan-11,2011,No
854,2,Mastercard,Debit,5.18695E+15,Oct-22,48,YES,1,"$9,358 ",Oct-05,2015,No
854,3,Mastercard,Debit,5.41555E+15,Feb-24,874,YES,1,"$13,425 ",Sep-05,2015,No
854,4,Mastercard,Debit,5.63348E+15,Aug-20,37,NO,1,"$24,213 ",Nov-04,2009,No
854,5,Visa,Debit,4.88226E+15,Mar-20,597,NO,2,"$14,911 ",Jul-06,2014,No
855,0,Mastercard,Credit,5.49844E+15,Jan-19,7,YES,1,"$10,800 ",Sep-09,2011,No
855,1,Visa,Credit,4.06476E+15,Jul-22,528,YES,2,"$13,200 ",Jan-07,2007,No
855,2,Visa,Debit,4.1266E+15,Oct-23,380,YES,1,"$12,628 ",Apr-11,2012,No
855,3,Visa,Debit,4.77002E+15,Mar-16,688,YES,1,"$16,642 ",Sep-11,2011,No
856,0,Mastercard,Debit,5.14755E+15,Dec-20,635,YES,1,"$13,013 ",May-10,2012,No
856,1,Mastercard,Credit,5.46501E+15,Aug-20,676,YES,2,"$10,400 ",Jun-06,2006,No
856,2,Visa,Credit,4.71332E+15,Sep-24,943,YES,2,"$12,500 ",Oct-01,2011,No
856,3,Mastercard,Debit,5.40492E+15,Dec-23,898,YES,3,"$8,889 ",Dec-07,2013,No
857,0,Amex,Credit,3.23245E+14,Jan-24,133,YES,1,"$19,000 ",Mar-06,2011,No
857,1,Visa,Debit,4.93723E+15,Apr-21,978,NO,1,"$12,370 ",Apr-04,2008,No
857,2,Discover,Credit,6.26314E+15,Apr-20,750,YES,2,"$9,000 ",Dec-14,2014,No
858,0,Mastercard,Debit,5.04416E+15,Jan-21,635,YES,1,"$5,284 ",Feb-20,2020,No
858,1,Mastercard,Debit (Prepaid),5.31371E+15,Apr-22,105,YES,2,$50 ,Dec-11,2011,No
858,2,Mastercard,Credit,5.00414E+15,Dec-24,826,YES,2,"$2,300 ",May-17,2017,No
859,0,Mastercard,Debit,5.37147E+15,Feb-22,208,YES,1,"$20,022 ",Feb-03,2014,No
860,0,Mastercard,Debit,5.5808E+15,May-20,602,YES,1,"$14,820 ",Jan-20,2020,No
860,1,Visa,Credit,4.03305E+15,May-23,457,YES,2,"$6,900 ",Nov-05,2013,No
860,2,Amex,Credit,3.38477E+14,May-21,955,YES,2,"$5,200 ",Feb-14,2014,No
860,3,Mastercard,Debit (Prepaid),5.39541E+15,Dec-16,599,YES,1,$64 ,Sep-06,2010,No
861,0,Mastercard,Debit,5.51975E+15,Mar-20,389,YES,2,"$8,165 ",May-02,2009,No
862,0,Mastercard,Debit,5.54459E+15,Sep-20,652,YES,2,"$16,799 ",Feb-13,2013,No
862,1,Amex,Credit,3.44545E+14,Apr-24,781,YES,2,"$13,800 ",Feb-20,2020,No
863,0,Visa,Debit,4.40665E+15,Mar-20,535,YES,1,"$20,826 ",Feb-20,2020,No
863,1,Discover,Credit,6.66749E+15,Dec-20,869,YES,2,"$20,700 ",Jan-20,2020,No
863,2,Mastercard,Debit,5.02693E+15,Jun-23,88,YES,2,"$15,813 ",Mar-10,2011,No
863,3,Mastercard,Debit (Prepaid),5.2302E+15,Feb-20,31,YES,2,$41 ,Jan-20,2020,No
863,4,Mastercard,Credit,5.27239E+15,Jun-22,137,YES,2,"$8,000 ",Jun-12,2012,No
864,0,Visa,Credit,4.15074E+15,Aug-21,36,YES,2,"$6,600 ",Jun-15,2015,No
864,1,Mastercard,Debit,5.11177E+15,Nov-22,613,YES,2,"$15,149 ",Sep-10,2010,No
864,2,Mastercard,Credit,5.36014E+15,Jan-17,838,YES,1,"$10,100 ",May-11,2016,No
864,3,Mastercard,Debit,5.07241E+15,Oct-23,218,YES,2,"$14,720 ",May-06,2014,No
864,4,Visa,Debit (Prepaid),4.85037E+15,Nov-23,234,YES,1,$28 ,Nov-03,2018,No
864,5,Mastercard,Credit,5.9848E+15,Mar-19,199,YES,2,"$3,600 ",Jun-15,2015,No
865,0,Mastercard,Debit (Prepaid),5.02753E+15,Dec-22,25,YES,1,$47 ,Oct-08,2016,No
866,0,Mastercard,Debit,5.64768E+15,Oct-24,728,YES,1,"$10,179 ",May-15,2015,No
866,1,Visa,Credit,4.4212E+15,Sep-20,672,YES,2,"$10,600 ",Jul-08,2014,No
866,2,Mastercard,Debit,5.16827E+15,Aug-07,417,YES,2,"$14,716 ",May-06,2012,No
866,3,Amex,Credit,3.65863E+14,Aug-20,62,YES,2,"$12,600 ",Mar-18,2018,No
866,4,Visa,Debit (Prepaid),4.44125E+15,Dec-17,539,YES,1,$96 ,Sep-13,2013,No
866,5,Mastercard,Debit (Prepaid),5.75806E+15,Feb-20,705,YES,1,$73 ,Nov-10,2010,No
867,0,Visa,Credit,4.42011E+15,Apr-21,771,YES,1,"$6,500 ",Jul-15,2015,No
867,1,Amex,Credit,3.4694E+14,Nov-23,947,YES,2,"$9,300 ",Jul-09,2009,No
867,2,Mastercard,Debit,5.55632E+15,Dec-23,331,NO,2,"$8,970 ",Jan-04,2010,No
868,0,Visa,Credit,4.99245E+15,May-23,62,YES,1,"$11,700 ",Dec-03,2013,No
868,1,Mastercard,Debit,5.61747E+15,Jun-21,668,YES,1,"$2,841 ",Dec-08,2013,No
869,0,Mastercard,Debit,5.74796E+15,May-21,825,YES,1,"$46,621 ",Sep-07,2010,No
869,1,Visa,Debit,4.85064E+15,Nov-06,739,YES,2,"$62,855 ",Sep-06,2006,No
869,2,Visa,Debit,4.67726E+15,Oct-14,224,YES,1,"$46,521 ",Sep-11,2012,No
870,0,Visa,Credit,4.14347E+15,Jun-08,494,YES,2,"$4,100 ",Sep-04,2010,No
870,1,Mastercard,Credit,5.40948E+15,Jan-20,683,YES,1,"$9,200 ",Jun-10,2010,No
870,2,Mastercard,Credit,5.00736E+15,Oct-20,704,YES,2,"$2,800 ",Jul-09,2010,No
871,0,Amex,Credit,3.11542E+14,Aug-24,777,YES,2,"$4,200 ",Dec-18,2018,No
872,0,Mastercard,Debit,5.36468E+15,Sep-22,987,YES,2,"$21,794 ",Jan-20,2020,No
873,0,Mastercard,Debit (Prepaid),5.3454E+15,Nov-15,124,YES,1,$58 ,Aug-07,2009,No
873,1,Mastercard,Credit,5.58174E+15,Aug-21,839,YES,1,"$11,400 ",Feb-09,2014,No
873,2,Visa,Debit,4.76347E+15,Jul-16,73,YES,2,"$15,781 ",Apr-09,2015,No
873,3,Visa,Debit,4.05429E+15,Oct-23,16,YES,1,"$26,906 ",Nov-04,2016,No
873,4,Mastercard,Debit,5.09843E+15,Oct-24,718,YES,2,"$10,228 ",Dec-07,2014,No
874,0,Mastercard,Debit (Prepaid),5.32546E+15,Oct-23,421,YES,2,$74 ,Apr-12,2012,No
874,1,Discover,Credit,6.86877E+15,Feb-20,279,YES,1,"$12,600 ",Apr-02,2010,No
874,2,Visa,Credit,4.75183E+15,Feb-19,153,YES,2,"$7,600 ",Jun-04,2010,No
874,3,Visa,Debit,4.39511E+15,Jun-24,237,YES,1,"$33,080 ",Nov-08,2008,No
874,4,Visa,Debit,4.3879E+15,Mar-20,509,NO,1,"$17,954 ",Jan-19,2019,No
874,5,Mastercard,Debit,5.89603E+15,Jan-23,588,YES,1,"$19,238 ",Jan-11,2011,No
875,0,Mastercard,Debit,5.60839E+15,Jan-23,147,YES,2,"$14,912 ",Oct-07,2009,No
875,1,Mastercard,Debit,5.99057E+15,Nov-15,843,YES,2,"$5,258 ",Mar-09,2013,No
876,0,Visa,Credit,4.66469E+15,Dec-20,887,YES,1,"$11,300 ",Oct-09,2011,No
876,1,Mastercard,Debit,5.86616E+15,Oct-22,48,YES,1,"$24,455 ",Jul-04,2014,No
876,2,Mastercard,Debit,5.13041E+15,Aug-16,942,YES,2,$463 ,Nov-08,2010,No
876,3,Visa,Debit,4.27555E+15,Feb-10,49,YES,2,"$5,511 ",Jun-09,2012,No
877,0,Mastercard,Debit,5.95566E+15,Sep-20,572,YES,2,"$20,097 ",Aug-15,2015,No
877,1,Visa,Debit,4.74353E+15,Jul-21,364,YES,2,"$14,200 ",Jan-20,2020,No
877,2,Mastercard,Debit,5.63312E+15,Mar-24,914,YES,1,"$16,415 ",Feb-20,2020,No
878,0,Mastercard,Debit,5.9386E+15,Feb-20,412,YES,2,"$1,926 ",Feb-20,2020,No
879,0,Mastercard,Credit,5.10567E+15,Aug-20,485,NO,1,"$11,000 ",Feb-05,2013,No
879,1,Amex,Credit,3.39152E+14,Jul-24,985,YES,2,"$5,700 ",Jul-19,2019,No
880,0,Visa,Debit,4.79385E+15,Nov-19,994,YES,1,"$26,024 ",Feb-09,2013,No
880,1,Visa,Debit,4.67106E+15,Mar-24,853,YES,2,"$4,599 ",Oct-06,2013,No
880,2,Mastercard,Debit,5.30824E+15,Apr-20,123,YES,2,"$8,522 ",Nov-04,2015,No
880,3,Visa,Debit,4.22392E+15,Aug-23,77,YES,2,"$45,854 ",Sep-04,2013,No
880,4,Mastercard,Debit,5.73429E+15,Apr-24,170,YES,1,"$38,194 ",Dec-07,2012,No
881,0,Mastercard,Debit,5.6209E+15,Sep-22,944,YES,1,"$51,051 ",May-07,2012,No
881,1,Mastercard,Credit,5.66359E+15,Jan-20,673,NO,1,"$30,800 ",Nov-04,2007,No
881,2,Mastercard,Credit,5.82069E+15,Aug-23,905,YES,2,"$23,400 ",Sep-14,2014,No
881,3,Mastercard,Credit,5.73212E+15,Jan-22,821,YES,2,"$24,800 ",Jun-08,2013,No
881,4,Mastercard,Debit (Prepaid),5.99067E+15,Mar-23,331,YES,1,$48 ,Nov-10,2012,No
881,5,Mastercard,Credit,5.1781E+15,Jul-24,944,YES,2,"$8,700 ",Sep-08,2011,No
882,0,Visa,Credit,4.34531E+15,Aug-22,761,YES,2,"$5,900 ",Apr-16,2016,No
883,0,Mastercard,Debit,5.9866E+15,Mar-21,556,YES,2,"$5,059 ",Nov-10,2010,No
883,1,Mastercard,Debit,5.58056E+15,May-21,975,YES,2,"$22,446 ",Oct-06,2012,No
883,2,Mastercard,Debit,5.98169E+15,Aug-23,248,YES,1,"$48,754 ",Aug-08,2013,No
884,0,Visa,Credit,4.72463E+15,Jun-23,408,YES,1,"$9,300 ",Jun-10,2010,No
884,1,Visa,Debit,4.27215E+15,Dec-22,960,YES,2,"$15,265 ",Mar-00,2009,No
884,2,Amex,Credit,3.21239E+14,Nov-22,959,YES,2,"$12,500 ",Jan-20,2020,No
884,3,Mastercard,Debit,5.48774E+15,Jul-15,71,YES,1,"$28,805 ",Nov-13,2013,No
884,4,Amex,Credit,3.66721E+14,Nov-03,14,YES,1,"$9,800 ",Feb-03,2013,No
885,0,Mastercard,Credit,5.87408E+15,May-12,569,YES,1,"$11,600 ",Jul-08,2012,No
885,1,Mastercard,Debit,5.80065E+15,Dec-23,606,YES,2,"$26,501 ",Nov-02,2019,No
885,2,Mastercard,Debit,5.69487E+15,Dec-20,965,NO,2,"$11,121 ",Jun-10,2013,No
885,3,Mastercard,Debit,5.66661E+15,Apr-21,633,YES,2,"$2,352 ",Feb-06,2012,No
886,0,Mastercard,Debit,5.8883E+15,Feb-20,957,YES,1,"$62,317 ",Jan-20,2020,No
886,1,Amex,Credit,3.73002E+14,Jul-20,141,YES,2,"$16,400 ",Jan-20,2020,No
887,0,Visa,Debit (Prepaid),4.44933E+15,Feb-23,963,NO,2,$65 ,Sep-10,2011,No
887,1,Visa,Debit (Prepaid),4.97699E+15,Feb-20,280,YES,1,$63 ,Apr-18,2018,No
887,2,Mastercard,Debit (Prepaid),5.85591E+15,Oct-20,998,NO,1,$69 ,Sep-17,2017,No
887,3,Visa,Credit,4.48146E+15,Nov-03,407,YES,2,"$36,900 ",Nov-03,2014,No
887,4,Visa,Debit,4.53429E+15,Oct-24,909,YES,2,"$10,875 ",Aug-09,2020,No
888,0,Mastercard,Debit (Prepaid),5.90942E+15,Dec-24,904,YES,2,$65 ,Feb-02,2008,No
888,1,Mastercard,Debit (Prepaid),5.0315E+15,Apr-23,242,YES,2,$76 ,Jul-05,2010,No
888,2,Mastercard,Debit,5.46771E+15,Mar-24,414,YES,2,"$15,781 ",Jan-20,2020,No
888,3,Visa,Debit,4.13893E+15,Jun-19,145,YES,1,"$22,227 ",Mar-09,2010,No
889,0,Mastercard,Debit,5.14264E+15,Feb-20,219,YES,2,"$4,924 ",Feb-20,2020,No
889,1,Discover,Credit,6.465E+15,Sep-20,611,YES,1,"$6,300 ",May-15,2015,No
889,2,Mastercard,Credit,5.51038E+15,May-24,39,NO,1,"$8,000 ",Aug-07,2020,No
890,0,Visa,Debit,4.70418E+15,Feb-20,877,NO,1,"$18,432 ",Jan-20,2020,No
890,1,Mastercard,Debit (Prepaid),5.95989E+15,Feb-20,978,YES,2,$86 ,Feb-19,2019,No
890,2,Mastercard,Debit,5.88041E+15,Sep-20,549,YES,2,"$11,666 ",Aug-11,2011,No
891,0,Amex,Credit,3.27498E+14,Feb-20,829,YES,1,"$22,900 ",Feb-20,2020,No
892,0,Mastercard,Credit,5.80678E+15,Jun-21,573,YES,1,"$7,800 ",Dec-07,2007,No
893,0,Mastercard,Debit,5.80731E+15,Aug-23,218,YES,1,"$10,462 ",Mar-08,2015,No
893,1,Amex,Credit,3.5595E+14,Dec-12,895,YES,2,"$11,000 ",Jul-11,2011,No
893,2,Visa,Debit,4.09333E+15,Dec-23,813,YES,1,"$16,927 ",Mar-14,2014,No
894,0,Visa,Debit (Prepaid),4.56266E+15,Apr-15,23,YES,2,$96 ,Apr-07,2015,No
895,0,Mastercard,Debit (Prepaid),5.95738E+15,Jul-21,529,YES,1,$95 ,Oct-11,2011,No
896,0,Mastercard,Credit,5.28044E+15,Mar-23,656,YES,2,"$2,400 ",Nov-06,2010,No
896,1,Mastercard,Debit,5.21211E+15,Sep-23,749,YES,1,"$12,127 ",Mar-10,2010,No
896,2,Mastercard,Credit,5.63956E+15,Nov-20,247,YES,1,"$18,400 ",Nov-06,2014,No
896,3,Mastercard,Debit,5.53259E+15,Sep-24,288,YES,1,"$8,273 ",Feb-02,2009,No
896,4,Visa,Debit,4.6641E+15,Jan-22,79,YES,2,"$16,641 ",Jul-06,2014,No
897,0,Visa,Credit,4.29442E+15,Mar-22,724,YES,1,"$10,300 ",Apr-93,2013,No
897,1,Mastercard,Debit,5.17623E+15,May-20,560,NO,2,"$13,841 ",Aug-02,2010,No
897,2,Mastercard,Debit,5.83768E+15,Jul-24,153,YES,2,"$2,054 ",Apr-04,2015,No
897,3,Visa,Credit,4.64236E+15,Sep-22,415,YES,2,"$5,100 ",Oct-07,2011,No
898,0,Mastercard,Debit,5.97258E+15,Feb-16,369,NO,1,"$22,172 ",Jun-11,2016,No
899,0,Mastercard,Debit,5.75579E+15,Aug-23,338,YES,1,"$17,749 ",Apr-02,2011,No
899,1,Visa,Credit,4.80054E+15,Sep-21,673,YES,1,"$12,700 ",Apr-04,2011,No
900,0,Discover,Credit,6.15427E+15,Feb-20,171,YES,2,"$11,100 ",Feb-20,2020,No
901,0,Mastercard,Debit,5.67128E+15,Jul-24,152,NO,2,"$16,923 ",Jun-14,2014,No
901,1,Amex,Credit,3.11448E+14,Apr-20,560,YES,1,"$14,800 ",Jun-04,2010,No
901,2,Visa,Debit (Prepaid),4.55506E+15,Sep-09,63,YES,1,$49 ,Sep-06,2011,No
902,0,Amex,Credit,3.49691E+14,Jul-20,122,YES,1,"$19,000 ",Feb-20,2020,No
902,1,Mastercard,Debit,5.67263E+15,Apr-22,509,YES,2,"$22,067 ",Feb-20,2020,No
902,2,Visa,Credit,4.49907E+15,Jan-23,333,YES,2,"$11,500 ",Feb-20,2020,No
903,0,Visa,Debit,4.52798E+15,Mar-12,502,YES,2,"$19,017 ",Feb-08,2012,No
903,1,Mastercard,Debit,5.83009E+15,Aug-23,234,YES,2,"$13,863 ",Sep-07,2014,No
903,2,Discover,Credit,6.20768E+15,Jun-08,297,YES,2,$400 ,Jun-07,2010,No
904,0,Visa,Credit,4.47823E+15,Mar-06,285,YES,2,"$5,100 ",May-97,2010,No
904,1,Mastercard,Debit,5.79125E+15,Feb-24,833,YES,1,"$17,620 ",Nov-04,2011,No
904,2,Mastercard,Debit,5.38833E+15,Dec-18,809,YES,2,"$23,572 ",Nov-17,2017,No
904,3,Visa,Debit,4.84485E+15,May-23,285,YES,2,"$20,773 ",May-09,2011,No
905,0,Visa,Debit,4.01322E+15,Oct-12,551,YES,2,"$25,124 ",Feb-10,2010,No
906,0,Mastercard,Debit,5.3974E+15,Aug-23,71,YES,1,"$19,465 ",Apr-98,2012,No
906,1,Visa,Credit,4.63473E+15,Dec-21,388,YES,1,"$14,100 ",Aug-11,2013,No
906,2,Visa,Debit (Prepaid),4.9353E+15,Aug-22,570,YES,2,$32 ,Jun-05,2012,No
907,0,Mastercard,Debit,5.27005E+15,Sep-24,586,YES,2,"$16,109 ",Oct-09,2009,No
907,1,Discover,Credit,6.1637E+15,Jan-10,324,YES,1,"$8,100 ",Aug-06,2008,No
907,2,Visa,Debit,4.13337E+15,Apr-24,36,YES,2,"$16,454 ",Aug-04,2010,No
907,3,Mastercard,Credit,5.51934E+15,Apr-24,968,YES,2,"$7,300 ",Mar-09,2010,No
908,0,Mastercard,Debit (Prepaid),5.61118E+15,Apr-20,946,NO,2,$46 ,Apr-04,2010,No
908,1,Mastercard,Credit,5.05653E+15,Jul-22,251,YES,2,"$22,200 ",Mar-11,2011,No
908,2,Amex,Credit,3.37414E+14,Jun-24,833,YES,1,"$26,900 ",Aug-08,2009,No
909,0,Amex,Credit,3.27212E+14,Aug-23,611,YES,2,"$8,700 ",Oct-11,2013,No
909,1,Amex,Credit,3.89677E+14,Oct-22,391,YES,2,"$4,000 ",Dec-03,2006,No
909,2,Mastercard,Credit,5.76112E+15,Feb-20,236,YES,1,"$7,200 ",Dec-07,2012,No
909,3,Visa,Debit,4.44089E+15,Sep-22,434,NO,2,"$14,362 ",Oct-05,2006,No
910,0,Mastercard,Debit,5.80325E+15,Aug-23,269,YES,2,"$20,060 ",Feb-12,2012,No
910,1,Visa,Debit,4.62347E+15,Nov-22,960,YES,2,"$17,309 ",Feb-07,2010,No
911,0,Mastercard,Debit,5.02479E+15,Sep-22,877,YES,1,"$38,354 ",Apr-04,2010,No
911,1,Mastercard,Debit,5.50473E+15,Sep-23,435,YES,2,"$49,107 ",Jul-07,2011,No
911,2,Visa,Debit,4.85876E+15,Oct-20,766,YES,1,"$8,468 ",Nov-06,2010,No
911,3,Mastercard,Debit,5.57701E+15,Feb-24,114,YES,1,"$28,877 ",Sep-03,2017,No
912,0,Visa,Debit,4.83554E+15,Feb-20,417,YES,1,"$33,713 ",Oct-11,2011,No
912,1,Visa,Credit,4.29463E+15,Sep-20,644,YES,1,"$25,600 ",Dec-09,2009,No
913,0,Discover,Credit,6.89264E+15,Jul-20,873,YES,1,"$9,100 ",Dec-10,2013,No
913,1,Visa,Debit,4.83336E+15,Sep-23,611,NO,2,$793 ,Feb-08,2008,No
913,2,Visa,Credit,4.66125E+15,Feb-22,138,YES,2,"$4,200 ",Nov-05,2011,No
914,0,Mastercard,Credit,5.0541E+15,Jun-23,835,YES,2,"$9,900 ",Apr-01,2007,No
914,1,Visa,Debit,4.10286E+15,May-22,534,YES,1,"$15,082 ",Nov-02,2006,No
914,2,Discover,Credit,6.39212E+15,Nov-23,277,YES,1,"$13,100 ",Apr-10,2013,No
914,3,Mastercard,Debit,5.84471E+15,Feb-22,961,YES,2,"$1,385 ",Oct-05,2012,No
914,4,Mastercard,Debit,5.5969E+15,Jun-22,269,YES,2,"$26,506 ",Feb-05,2008,No
914,5,Mastercard,Debit,5.87609E+15,Dec-14,299,NO,1,"$10,488 ",May-10,2010,No
914,6,Mastercard,Credit,5.09882E+15,Mar-22,546,YES,2,"$7,000 ",Jan-20,2020,No
